AnnotationAccession,SeqID,Plasmid_Length,Genus,Kingdom,Annotation,isolation_source
GCF_002208255.1_ASM220825v1,NZ_CP022036.1,93727,Salmonella,Bacteria,Unannotated,
GCF_023376095.1_UTI-2_GENOME,NZ_CP049847.1,90408,Escherichia,Bacteria,Humans,bladder epithelial biopsy from 30-year-old female patient with recurrent urinary tract infection
GCF_903993105.2_AI2765v1_cp,NZ_OW970437.1,121034,Klebsiella,Bacteria,Humans,Hospital Univeristario de Bellvitge (Barcelona)
GCF_032759475.1_ASM3275947v1,NZ_CP136408.1,108797,Klebsiella,Bacteria,,
GCF_032375245.1_ASM3237524v1,NZ_CP135665.1,97430,Escherichia,Bacteria,,
GCF_019670425.1_ASM1967042v1,NZ_AP023316.1,229829,Salmonella,Bacteria,Livestock,Bos taurus
GCF_013782105.1_ASM1378210v1,NZ_CP056192.1,246880,Klebsiella,Bacteria,Human-impacted,Freshwater sample from downstream of wastewater treatment plant
GCF_013267295.1_ASM1326729v1,NZ_CP053971.1,235425,Bacillus,Bacteria,Unannotated,
GCF_027577885.1_ASM2757788v1,NZ_CP114150.1,186939,Klebsiella,Bacteria,Humans,Rectal Swab
GCF_010586925.1_ASM1058692v1,NZ_CP040856.1,106173,Lactobacillus,Bacteria,Unannotated,
GCF_019670325.1_ASM1967032v1,NZ_AP023305.1,128709,Salmonella,Bacteria,Livestock,Bos taurus
GCF_006771025.1_ASM677102v1,NZ_CP025063.1,183675,Roseomonas,Bacteria,Humans,Clinical; healthy; human skin
GCF_003049825.1_ASM304982v1,NZ_CP027479.1,300131,Pseudomonas,Bacteria,Plants,Origanum marjorana
GCF_013784105.1_ASM1378410v1,NZ_CP056394.1,89835,Enterobacter,Bacteria,Human-impacted,Freshwater sample from upstream of wastewater treatment plant
GCF_002197065.1_ASM219706v1,NZ_CP021798.1,1363628,Sinorhizobium,Bacteria,Plants,
GCF_013926025.1_ASM1392602v1,NZ_CP055987.1,93123,Klebsiella,Bacteria,,
GCF_019670365.1_ASM1967036v1,NZ_AP023310.1,229829,Salmonella,Bacteria,Livestock,Bos taurus
GCF_903993165.2_AI2830v1_cp,NZ_OW970487.1,121034,Klebsiella,Bacteria,Humans,Hospital Universitario Lucus Augusti (Lugo)
GCF_004322955.1_ASM432295v1,NZ_CP036443.1,207854,Klebsiella,Bacteria,Unannotated,
GCF_004010695.1_ASM401069v1,NZ_CP034802.1,94586,Escherichia,Bacteria,Humans,Stool
GCF_019904295.1_ASM1990429v1,NZ_CP065364.1,89418,Ruegeria,Bacteria,Water,ENVO:00000150
GCF_003846385.1_ASM384638v1,NZ_CP033449.1,80181,Cereibacter,Bacteria,,
GCF_030007315.1_ASM3000731v1,NZ_CP124806.1,97591,Klebsiella,Bacteria,Humans,Human gut
GCF_013167175.1_ASM1316717v1,NZ_CP038289.1,96920,Escherichia,Bacteria,Livestock,cattle feces
GCF_012241395.2_ASM1224139v2,NZ_CP064933.1,352110,Rhizobium,Bacteria,Earth,soil
GCF_013167575.1_ASM1316757v1,NZ_CP038347.1,89068,Escherichia,Bacteria,Unannotated,
GCF_001558295.2_ASM155829v2,NZ_CP014096.2,82828,Shigella,Bacteria,Humans,Stool
GCF_016452165.1_ASM1645216v1,NZ_CP053053.1,219745,Salmonella,Bacteria,Livestock,swine
GCF_002028385.1_ASM202838v1,NZ_CP020041.1,240209,Streptomyces,Bacteria,Earth,soil
GCF_009664455.1_ASM966445v1,NZ_CP045976.1,94640,Escherichia,Bacteria,Humans,
GCF_030436385.1_ASM3043638v1,NZ_CP098525.1,184073,Pseudoalteromonas,Bacteria,Food,Cheese rind
GCF_003812305.1_ASM381230v1,NZ_CP033741.1,64163,Enterococcus,Bacteria,Humans,
GCF_012272735.1_ASM1227273v1,NZ_CP050908.1,110967,Acinetobacter,Bacteria,Humans,sputum
GCF_016904495.1_ASM1690449v1,NZ_CP070135.1,108185,Escherichia,Bacteria,Humans,
GCF_000834775.1_ASM83477v1,NZ_CP009843.1,53435,Yersinia,Bacteria,Humans,Clinical Sample
GCF_030027965.1_ASM3002796v1,NZ_CP125221.1,64327,Salmonella,Bacteria,Livestock,Gallus
GCF_001709295.1_ASM170929v1,NZ_CP016927.1,72093,Klebsiella,Bacteria,Humans,Tracheal Aspirate
GCF_001692265.2_ASM169226v2,NZ_CP123840.1,659230,Agrobacterium,Bacteria,Plants,plant
GCF_035658535.1_ASM3565853v1,NZ_CP141993.1,135840,Cronobacter,Bacteria,,
GCF_002753605.1_ASM275360v1,NZ_CP024572.1,147932,Klebsiella,Bacteria,Humans,urine
GCF_022370195.1_ASM2237019v1,NZ_CP072926.1,318691,Klebsiella,Bacteria,,
GCF_003408555.1_ASM340855v1,NZ_CP031566.1,64859,Enterobacter,Bacteria,Humans,Rectal swab
GCF_016629545.1_ASM1662954v1,NZ_AP024271.1,228111,Thermus,Bacteria,Earth,hot spring water
GCF_027944795.1_ASM2794479v1,NZ_CP116127.1,38312,Escherichia,Bacteria,Humans,ICU patient oral swab
GCF_013735155.1_ASM1373515v1,NZ_CP056386.1,252882,Klebsiella,Bacteria,Human-impacted,Freshwater sample from downstream of wastewater treatment plant
GCF_000522545.2_ASM52254v2,NZ_CP012748.1,2555069,Paraburkholderia,Bacteria,Earth,soil
GCF_023299705.1_ASM2329970v1,NZ_CP097043.1,40376,Enterococcus,Bacteria,Food,pet food (BARF)
GCF_000495275.1_Xag-CFBP2526-G1,NZ_CM002270.1,5753,Xanthomonas,Bacteria,,
GCF_013749735.1_ASM1374973v1,NZ_CP056553.1,163659,Enterobacter,Bacteria,Human-impacted,Freshwater sample from downstream of wastewater treatment plant
GCF_003860385.1_ASM386038v1,NZ_CP034167.1,136645,Escherichia,Bacteria,Unannotated,
GCF_019890975.1_ASM1989097v1,NZ_CP082343.1,223682,Pantoea,Bacteria,Livestock,
GCF_028607105.1_ASM2860710v1,NZ_CP117420.1,35334,Novosphingobium,Bacteria,Earth,Soil from military shooting range
GCF_949786275.1_EC0880B_R4,NZ_OX460313.1,159448,Escherichia,Bacteria,,
GCF_030067855.1_ASM3006785v1,NZ_CP125990.1,579146,Bacillus,Bacteria,Earth,soil
GCF_026247985.1_ASM2624798v1,NZ_CP110958.1,203817,Klebsiella,Bacteria,Humans,urine
GCF_002180175.1_ASM218017v1,NZ_CP021687.1,96814,Klebsiella,Bacteria,Unannotated,
GCF_029714125.1_ASM2971412v1,NZ_CP121616.1,110964,Acinetobacter,Bacteria,,
GCF_020871915.1_ASM2087191v1,NZ_CP067074.1,605540,Rhizobium,Bacteria,Plants,
GCF_003571825.1_ASM357182v1,NZ_CP032264.1,101614,Escherichia,Bacteria,Unannotated,
GCF_013786145.1_ASM1378614v1,NZ_CP056623.1,312907,Citrobacter,Bacteria,Human-impacted,Wastewater influent sample
GCF_021513035.1_ASM2151303v1,NZ_CP091008.1,31284,Staphylococcus,Bacteria,Humans,
GCF_016904475.1_ASM1690447v1,NZ_CP070125.1,114213,Escherichia,Bacteria,Humans,
GCF_010728325.1_ASM1072832v1,NZ_AP022571.1,216341,Mycolicibacterium,Bacteria,Unannotated,
GCF_002636215.1_ASM263621v1,NZ_CP023953.1,197671,Klebsiella,Bacteria,,
GCF_009664775.1_ASM966477v1,NZ_CP045973.1,57553,Listeria,Bacteria,Humans,
GCF_016026375.1_ASM1602637v1,NZ_CP065623.1,123793,Escherichia,Bacteria,Unannotated,
GCF_003571745.1_ASM357174v1,NZ_CP032227.1,49701,Klebsiella,Bacteria,Unannotated,
GCF_021484845.1_ASM2148484v1,NZ_CP090580.1,657971,Methylobacterium,Bacteria,Earth,Urban soil
GCF_019355555.1_ASM1935555v1,NZ_CP072143.1,364788,Rhizobium,Bacteria,Plants,
GCF_024918375.1_ASM2491837v1,NZ_CP103658.1,131479,Escherichia,Bacteria,Humans,blood
GCF_000750225.1_ASM75022v1,NZ_CP008899.1,255013,Enterobacter,Bacteria,Humans,tracheal aspirate
GCF_016903815.1_ASM1690381v1,NZ_CP069971.1,48644,Escherichia,Bacteria,Humans,
GCF_003049825.1_ASM304982v1,NZ_CP027478.1,467568,Pseudomonas,Bacteria,Plants,Origanum marjorana
GCF_003073875.1_ASM307387v1,NZ_CP029112.1,59626,Escherichia,Bacteria,Unannotated,
GCF_023374165.1_ASM2337416v1,NZ_CP097233.1,284698,Klebsiella,Bacteria,Humans,Rectal Swab
GCF_020684825.1_ASM2068482v1,NZ_CP085527.1,1217792,Sinorhizobium,Bacteria,Plants,lupulina
GCF_004358925.1_ASM435892v1,NZ_CP037959.1,278374,Salmonella,Bacteria,Humans,stool
GCF_000025545.1_ASM2554v1,NC_013930.1,240256,Thioalkalivibrio,Bacteria,Unannotated,
GCF_003812345.1_ASM381234v1,NZ_CP033743.1,127175,Citrobacter,Bacteria,Humans,
GCF_905330245.2_AI2853v1_cpp,NZ_OW968126.1,103714,Escherichia,Bacteria,Humans,Hospital Universitario Mutua de Terrassa (Terrassa)
GCF_017101655.1_ASM1710165v1,NZ_CP063962.1,64000,Clostridium,Bacteria,,
GCF_019355575.1_ASM1935557v1,NZ_CP072150.1,281888,Rhizobium,Bacteria,Plants,
GCF_000835345.1_ASM83534v1,NZ_CP010073.1,48872,Campylobacter,Bacteria,Humans,
GCF_900622695.1_MS14384,NZ_LR130563.1,114230,Escherichia,Bacteria,Humans,blood
GCF_032354275.1_ASM3235427v1,NZ_CP135503.1,166109,Escherichia,Bacteria,,
GCF_008365235.1_ASM836523v1,NZ_CP043513.1,45011,Enterobacter,Bacteria,Humans,screening swab
GCF_004345065.1_ASM434506v1,NZ_CP037748.1,42332,Campylobacter,Bacteria,Unannotated,
GCF_003408555.1_ASM340855v1,NZ_CP031569.1,140243,Enterobacter,Bacteria,Humans,Rectal swab
GCF_003204175.1_ASM320417v1,NZ_CP029739.1,175746,Klebsiella,Bacteria,Unannotated,
GCF_003812845.1_ASM381284v1,NZ_CP033823.1,186836,Klebsiella,Bacteria,Humans,Endotracheal aspirate
GCF_025984525.1_ASM2598452v1,NZ_CP087812.1,45040,Moraxella,Bacteria,Livestock,
GCF_022870805.1_ASM2287080v1,NZ_CP087273.1,117755,Klebsiella,Bacteria,Human-impacted,laboratory
GCF_013201485.1_ASM1320148v1,NZ_CP053755.1,80217,Shigella,Bacteria,Humans,stool
GCF_002202235.1_ASM220223v1,NZ_CP021947.1,54064,Klebsiella,Bacteria,Unannotated,
GCF_011039955.1_ASM1103995v1,NZ_CP049321.1,195179,Caballeronia,Bacteria,Earth,soil
GCF_023066705.1_ASM2306670v1,NZ_CP087635.1,76107,Klebsiella,Bacteria,Humans,
GCF_012273075.1_ASM1227307v1,NZ_CP050957.1,122496,Klebsiella,Bacteria,,
GCF_000834755.1_ASM83475v1,NZ_CP009841.1,95328,Yersinia,Bacteria,Animals,
GCF_000517605.1_ASM51760v1,NZ_CP007050.1,259408,Rhizobium,Bacteria,Plants,root nodule of Trifolium uniflorum collected on the edge of a valley
GCF_016126675.1_ASM1612667v1,NZ_CP065929.1,126296,Enterococcus,Bacteria,Humans,rectal swab
GCF_003408615.1_ASM340861v1,NZ_CP031584.1,164082,Klebsiella,Bacteria,Humans,Rectal swab
GCF_002157245.1_ASM215724v1,NZ_CP021180.1,135720,Escherichia,Bacteria,Humans,urine
GCF_001316945.3_ASM131694v3,NZ_CP023555.1,169145,Klebsiella,Bacteria,,
GCF_002180215.1_ASM218021v1,NZ_CP021692.1,46161,Escherichia,Bacteria,Unannotated,
GCF_020221755.1_ASM2022175v1,NZ_CP084188.1,76299,Lactococcus,Bacteria,Unannotated,
GCF_004804375.1_ASM480437v1,NZ_CP039454.1,151140,Enterobacter,Bacteria,Humans,throat swab
GCF_003813145.1_ASM381314v1,NZ_CP033883.1,88005,Escherichia,Bacteria,Humans,Urine
GCF_024225435.1_ASM2422543v1,NZ_CP100526.1,121387,Escherichia,Bacteria,Livestock,pooled poultry feces
GCF_002953295.1_ASM295329v1,NZ_CP014073.1,151998,Klebsiella,Bacteria,Humans,Urine
GCF_905315685.2_NRS6145B,NZ_OX419566.1,83688,Bacillus,Bacteria,Earth,garden soil
GCF_024917615.1_ASM2491761v1,NZ_CP103612.1,159348,Enterobacter,Bacteria,Humans,blood
GCF_013267235.1_ASM1326723v1,NZ_CP053964.1,42470,Bacillus,Bacteria,Unannotated,
GCF_001441245.1_ASM144124v1,NZ_CP012931.1,236176,Salmonella,Bacteria,Food,turkey meat
GCF_024918455.1_ASM2491845v1,NZ_CP103689.1,70661,Klebsiella,Bacteria,Humans,blood
GCF_019355735.1_ASM1935573v1,NZ_CP072159.1,226706,Rhizobium,Bacteria,Plants,
GCF_023101685.1_ASM2310168v1,NZ_CP082165.1,359288,Bradyrhizobium,Bacteria,Plants,root nodule
GCF_016415445.1_ASM1641544v1,NZ_CP066630.1,164644,Enterococcus,Bacteria,Humans,rectal swab
GCF_904866335.1_INF266,NZ_LR890649.1,195420,Klebsiella,Bacteria,Humans,urine
GCF_020628555.1_ASM2062855v1,NZ_CP081469.1,10493,Vagococcus,Bacteria,Water,marine sponge
GCF_904866235.1_INF122,NZ_LR890601.1,72169,Klebsiella,Bacteria,Humans,urine
GCF_021497265.1_ASM2149726v1,NZ_CP053864.1,111001,Klebsiella,Bacteria,Humans,
GCF_030179835.1_ASM3017983v1,NZ_CP109698.1,303280,Enterobacter,Bacteria,Human-impacted,Hopper
GCF_900622605.1_AJ218,NZ_LR130542.1,202379,Klebsiella,Bacteria,Humans,urine
GCF_033814155.1_ASM3381415v1,NZ_CP138650.1,71645,Enterococcus,Bacteria,,
GCF_030295665.1_ASM3029566v1,NZ_AP027264.1,106575,Klebsiella,Bacteria,Humans,blood
GCF_002211905.1_ASM221190v1,NZ_CP022126.1,140133,Klebsiella,Bacteria,Humans,wound
GCF_001022295.1_ASM102229v1,NZ_CP011594.1,111395,Klebsiella,Bacteria,Humans,Perirectal
GCF_005080845.1_ASM508084v1,NZ_CP034859.1,7764,Buchnera,Bacteria,,
GCF_030062845.1_ASM3006284v1,NZ_CP114511.1,124072,Ligilactobacillus,Bacteria,Animals,Feces
GCF_013725595.1_ASM1372559v1,NZ_CP056239.1,206642,Citrobacter,Bacteria,Human-impacted,Wastewater effluent sample
GCF_023169985.1_ASM2316998v1,NZ_AP025654.1,256525,Citrobacter,Bacteria,Unannotated,
GCF_002197025.1_ASM219702v1,NZ_CP021794.1,1433621,Sinorhizobium,Bacteria,Plants,
GCF_016454325.1_ASM1645432v1,NZ_CP051371.1,101673,Salmonella,Bacteria,Livestock,turkey
GCF_024918755.1_ASM2491875v1,NZ_CP103695.1,128470,Escherichia,Bacteria,Humans,blood
GCF_023035875.1_ASM2303587v1,NZ_CP075384.1,28558,Borrelia,Bacteria,Animals,tick
GCF_000263195.1_ASM26319v1,NC_018749.1,100312,Emticicia,Bacteria,Water,warm spring water
GCF_024918315.1_ASM2491831v1,NZ_CP103655.1,75285,Klebsiella,Bacteria,Humans,blood
GCF_904863285.1_INF231,NZ_LR890357.1,195539,Klebsiella,Bacteria,Humans,urine
GCF_002192375.1_ASM219237v1,NZ_CP021758.1,121057,Klebsiella,Bacteria,Unannotated,
GCF_001548175.1_ASM154817v1,NZ_AP014866.1,293217,Bacillus,Bacteria,Unannotated,
GCF_026062515.1_ASM2606251v1,NZ_CP110466.1,80243,Acinetobacter,Bacteria,Humans,
GCF_023035675.1_ASM2303567v1,NZ_CP073137.1,29472,Borrelia,Bacteria,Humans,blood
GCF_030733885.1_ASM3073388v1,NZ_CP132315.1,1924368,Shinella,Bacteria,,
GCF_023035295.1_ASM2303529v1,NZ_CP075098.1,39066,Borrelia,Bacteria,Animals,tick tissue
GCF_000834825.1_ASM83482v1,NZ_CP009904.1,96473,Yersinia,Bacteria,Humans,Human clinical sample
GCF_023066805.1_ASM2306680v1,NZ_CP087665.1,141469,Klebsiella,Bacteria,Humans,
GCF_008727695.1_ASM872769v1,NZ_CP044215.1,333880,Klebsiella,Bacteria,Humans,rectal swab
GCF_949769235.1_DAPP-PG_215_v1,NZ_OX458337.1,80904,Pseudomonas,Bacteria,Plants,tomato bacterial speck symptoms on leaves
GCF_020097215.1_ASM2009721v1,NZ_CP083617.1,127406,Clostridioides,Bacteria,Unannotated,
GCF_028891465.1_ASM2889146v1,NZ_CP118546.1,49852,Priestia,Bacteria,Earth,soil
GCF_020628735.1_ASM2062873v1,NZ_CP081475.1,10493,Vagococcus,Bacteria,Water,marine sponge
GCF_025490555.1_ASM2549055v1,NZ_CP106664.1,176207,Brucella,Bacteria,Earth,rhizosphere
GCF_024266565.1_ASM2426656v1,NZ_CP100733.1,161012,Salmonella,Bacteria,Humans,stool
GCF_905338045.2_AI3057v1_cp,NZ_OW969905.1,191011,Citrobacter,Bacteria,Humans,Hospital Universitario Gregorio Maranon (Madrid)
GCF_028994175.1_ASM2899417v1,NZ_CP118720.1,50592,Priestia,Bacteria,Water,Tap water
GCF_013742615.1_ASM1374261v1,NZ_CP056739.1,100493,Enterobacter,Bacteria,Human-impacted,Wastewater influent sample
GCF_023170005.1_ASM2317000v1,NZ_AP025663.1,170915,Escherichia,Bacteria,Unannotated,
GCF_001524445.2_ASM152444v2,NZ_CP013419.1,375023,Burkholderia,Bacteria,Earth,soil
GCF_016454385.1_ASM1645438v1,NZ_CP051382.1,235025,Salmonella,Bacteria,Livestock,turkey
GCF_023375265.1_ASM2337526v1,NZ_CP088201.1,49180,Enterococcus,Bacteria,Livestock,fecal sample
GCF_016415385.1_ASM1641538v1,NZ_CP066608.1,198742,Enterococcus,Bacteria,Humans,rectal swab
GCF_003006175.1_ASM300617v1,NZ_CP024431.1,114815,Klebsiella,Bacteria,Humans,Trachaeal secretion
GCF_033615035.1_ASM3361503v1,NZ_CP138306.1,238640,Salmonella,Bacteria,,
GCF_000953675.1_ATCC9714,NZ_LN679999.1,103770,Paraclostridium,Bacteria,,
GCF_029592105.1_ASM2959210v1,NZ_CP121077.1,195315,Salmonella,Bacteria,Humans,
GCF_014789345.1_ASM1478934v1,NZ_CP061841.1,129883,Legionella,Bacteria,Water,drinking water
GCF_024599955.1_ASM2459995v1,NZ_CP102305.1,62027,Clostridium,Bacteria,Livestock,fecal sample
GCF_003010735.1_ASM301073v1,NZ_CP027617.1,54242,Klebsiella,Bacteria,Unannotated,
GCF_021513035.1_ASM2151303v1,NZ_CP091007.1,43056,Staphylococcus,Bacteria,Humans,
GCF_016404015.2_ASM1640401v2,NZ_CP075654.1,106915,Escherichia,Bacteria,Humans,stool
GCF_016865215.1_ASM1686521v1,NZ_CP054483.1,4393,Macrococcoides,Bacteria,Livestock,host nose
GCF_014023275.1_ASM1402327v1,NZ_CP054694.1,99098,Nostoc,Bacteria,Water,bay water
GCF_028551585.1_ASM2855158v1,NZ_CP116111.1,159559,Escherichia,Bacteria,Humans,ICU patient rectal swab
GCF_001078495.2_ASM107849v2,NZ_CP020927.1,189183,Sphingobium,Bacteria,Earth,Soil
GCF_002211905.1_ASM221190v1,NZ_CP022125.1,187721,Klebsiella,Bacteria,Humans,wound
GCF_029774255.1_ASM2977425v1,NZ_CP069083.1,46129,Staphylococcus,Bacteria,Animals,Digestive tract
GCF_013376575.1_ASM1337657v1,NZ_CP049968.1,230339,Escherichia,Bacteria,Humans,urine
GCF_907177285.1_USZ_VRE53_P46_hybrid_assembly,NZ_OU016039.1,47525,Enterococcus,Bacteria,Humans,Superficial wound
GCF_035678045.1_ASM3567804v1,NZ_CP136438.1,79564,Priestia,Bacteria,,
GCF_005082145.1_ASM508214v1,NZ_CP034899.1,2971,Buchnera,Bacteria,Animals,air
GCF_002197025.1_ASM219702v1,NZ_CP021796.1,280209,Sinorhizobium,Bacteria,Plants,
GCF_002788115.1_ASM278811v1,NZ_CP024864.1,88768,Escherichia,Bacteria,Unannotated,
GCF_016904035.1_ASM1690403v1,NZ_CP070038.1,160443,Klebsiella,Bacteria,Humans,
GCF_016415705.1_ASM1641570v1,NZ_CP065839.1,144959,Klebsiella,Bacteria,Humans,urine
GCF_903993145.2_AI2996v1_cp,NZ_OW970494.1,83975,Klebsiella,Bacteria,Humans,Hospital Univeristario de Bellvitge (Barcelona)
GCF_001037585.2_ASM103758v2,NZ_CP073008.1,330145,Citrobacter,Bacteria,Humans,
GCF_906464835.1_TM6294,NZ_OD940432.1,75362,Enterococcus,Bacteria,Humans,Urine
GCF_014162935.2_ASM1416293v2,NZ_CP118406.1,216722,Klebsiella,Bacteria,Human-impacted,ISS Mineral Grit embedded in adhesive paper 3 environmental surface
GCF_016629585.1_ASM1662958v1,NZ_AP024174.1,252273,Klebsiella,Bacteria,Unannotated,
GCF_002180155.1_ASM218015v1,NZ_CP021547.1,45740,Klebsiella,Bacteria,Unannotated,
GCF_030389855.1_ASM3038985v1,NZ_CP128965.1,95639,Escherichia,Bacteria,Unannotated,
GCF_016446335.1_ASM1644633v1,NZ_CP048825.1,64916,Escherichia,Bacteria,Humans,sputum
GCF_009363315.1_ASM936331v1,NZ_CP045330.1,120832,Labrenzia,Bacteria,Human-impacted,Surface of a polyethylene microplastic particle present in tank 6 of a marine aquarium containing stony-coral fragments and water maintained at 26 degree C
GCF_904865765.1_KSB2_9A,NZ_LR890565.1,228690,Klebsiella,Bacteria,Humans,rectal swab
GCF_001240865.2_Ty3_193,NZ_LT904880.1,106516,Salmonella,Bacteria,Unannotated,Not known
GCF_019443665.1_ASM1944366v1,NZ_CP071949.1,153270,Pseudomonas,Bacteria,Humans,
GCF_016028775.1_ASM1602877v1,NZ_CP065727.1,71059,Moraxella,Bacteria,Unannotated,
GCF_004353845.1_ASM435384v1,NZ_CP037863.1,143364,Citrobacter,Bacteria,Earth,sediment
GCF_002249955.1_ASM224995v1,NZ_CP022688.1,92032,Escherichia,Bacteria,Unannotated,
GCF_008124445.1_ASM812444v1,NZ_CP043223.1,257405,Salmonella,Bacteria,Livestock,turkey
GCF_011600955.2_ASM1160095v2,NZ_CP059435.1,35640,Campylobacter,Bacteria,Livestock,vaginal mucus
GCF_003325095.1_ASM332509v1,NZ_CP030197.1,141502,Salmonella,Bacteria,Unannotated,
GCF_022870485.1_ASM2287048v1,NZ_CP095010.1,56956,Halococcus,Archaea,Earth,Rock salt from Permian period
GCF_009363555.1_ASM936355v1,NZ_CP045373.1,228730,Sulfitobacter,Bacteria,Human-impacted,Surface of a polyethylene microplastic particle present in tank 6 of a marine aquarium containing stony-coral fragments and water maintained at 26 degree C
GCF_000834925.1_ASM83492v1,NZ_CP010021.1,106992,Yersinia,Bacteria,Unannotated,
GCF_032759475.1_ASM3275947v1,NZ_CP136406.1,211397,Klebsiella,Bacteria,,
GCF_013167275.1_ASM1316727v1,NZ_CP038301.1,94294,Escherichia,Bacteria,Livestock,cattle feces
GCF_023517215.1_ASM2351721v1,NZ_CP077833.1,84262,Acinetobacter,Bacteria,Humans,Nasojejunal tube_P50_BU7
GCF_029719205.1_ASM2971920v1,NZ_CP099371.1,84106,Citrobacter,Bacteria,Earth,Pooled sediment sample collected from floor of cattle farm
GCF_002903025.1_ASM290302v1,NZ_CP026185.1,40784,Klebsiella,Bacteria,Unannotated,
GCF_016904455.1_ASM1690445v1,NZ_CP070116.1,150643,Escherichia,Bacteria,Humans,
GCF_002180175.1_ASM218017v1,NZ_CP021688.1,90199,Klebsiella,Bacteria,Unannotated,
GCF_009734305.1_ASM973430v1,NZ_CP046430.1,83365,Salmonella,Bacteria,Humans,blood
GCF_013706815.1_ASM1370681v1,NZ_CP055333.1,130013,Klebsiella,Bacteria,,
GCF_021534945.1_ASM2153494v1,NZ_CP091046.1,79133,Escherichia,Bacteria,Food,pork
GCF_003031795.1_ASM303179v1,NZ_CP020519.1,120667,Escherichia,Bacteria,Humans,urine
GCF_009363795.1_ASM936379v1,NZ_CP045421.1,90721,Palleronia,Bacteria,Human-impacted,Surface of a polyethylene microplastic particle present in tank 6 of a marine aquarium containing stony-coral fragments and water maintained at 26 degree C
GCF_022405575.1_ASM2240557v1,NZ_CP062391.1,37087,Staphylococcus,Bacteria,Humans,
GCF_016071555.1_ASM1607155v1,NZ_CP063824.1,106945,Clostridium,Bacteria,,
GCF_032610035.1_ASM3261003v1,NZ_CP118303.1,41661,Borreliella,Bacteria,,
GCF_009191525.1_ASM919152v1,NZ_CP028810.1,200961,Burkholderia,Bacteria,Livestock,the respiratory tract of a pig with swine respiratory disease
GCF_028622675.1_ASM2862267v1,NZ_CP117736.1,55029,Klebsiella,Bacteria,Humans,skin
GCF_012030545.2_ASM1203054v2,NZ_CP061388.1,13636,Klebsiella,Bacteria,Humans,
GCF_028747685.1_ASM2874768v1,NZ_CP118105.1,205811,Paenibacillus,Bacteria,Humans,blood
GCF_017086545.1_ASM1708654v1,NZ_CP069398.1,188115,Priestia,Bacteria,Humans,
GCF_028622135.1_ASM2862213v1,NZ_CP117724.1,172688,Enterobacter,Bacteria,Humans,Rectal Swab
GCF_032609235.1_ASM3260923v1,NZ_CP118295.1,41603,Borreliella,Bacteria,,
GCF_904864535.1_INF313,NZ_LR890416.1,243620,Klebsiella,Bacteria,Humans,urine
GCF_016452145.1_ASM1645214v1,NZ_CP051343.1,101468,Salmonella,Bacteria,Livestock,swine
GCF_016904175.1_ASM1690417v1,NZ_CP070065.1,114236,Escherichia,Bacteria,Humans,
GCF_013393925.1_ASM1339392v1,NZ_CP040289.1,324833,Nostoc,Bacteria,Plants,
GCF_000517605.1_ASM51760v1,NZ_CP007049.1,262704,Rhizobium,Bacteria,Plants,root nodule of Trifolium uniflorum collected on the edge of a valley
GCF_002197505.1_ASM219750v1,NZ_CP021858.1,47277,Klebsiella,Bacteria,Unannotated,
GCF_006461415.2_ASM646141v2,NZ_CP050832.1,152940,Salmonella,Bacteria,Food,pork & cabbage dumplings
GCF_016454285.1_ASM1645428v1,NZ_CP051367.1,49582,Salmonella,Bacteria,Livestock,swine
GCF_003073315.1_ASM307331v1,NZ_CP028991.1,85698,Klebsiella,Bacteria,Unannotated,
GCF_000783455.2_ASM78345v2,NZ_CP031512.1,147900,Providencia,Bacteria,,
GCF_017639105.1_ASM1763910v1,NZ_CP067270.1,35341,Escherichia,Bacteria,Human-impacted,waste water
GCF_016127775.1_ASM1612777v1,NZ_CP066044.1,33958,Pediococcus,Bacteria,Unannotated,
GCF_022453785.1_ASM2245378v1,NZ_CP092633.1,166327,Klebsiella,Bacteria,Plants,Aerial roots
GCF_024917955.1_ASM2491795v1,NZ_CP103516.1,198645,Escherichia,Bacteria,Humans,blood
GCF_008728495.1_ASM872849v1,NZ_CP044256.1,290830,Salmonella,Bacteria,Livestock,bulk pig ear
GCF_016864595.1_ASM1686459v1,NZ_CP044124.1,252168,Rhizobium,Bacteria,Plants,
GCF_002903405.1_ASM290340v1,NZ_CP026225.1,178635,Aeromonas,Bacteria,Unannotated,
GCF_001936035.1_ASM193603v1,NZ_CP015135.1,158741,Klebsiella,Bacteria,Unannotated,
GCF_904865685.1_INF182,NZ_LR890555.1,112133,Klebsiella,Bacteria,Humans,urine
GCF_031166165.1_ASM3116616v1,NZ_CP133343.1,292549,Enterobacter,Bacteria,,
GCF_019443605.1_ASM1944360v1,NZ_CP049840.1,91528,Escherichia,Bacteria,Humans,bladder epithelial biopsy from 60-year-old female patient with recurrent urinary tract infection
