Node,Community,PIRACopyNumber,Plasmid_Length,Total_Chromosome_Length
NZ_CP128974.1,8,8.029541057,49620,5639055
NZ_CP128961.1,8,13.06456702,50698,4991111
NZ_CP128894.1,8,16.69026881,51787,4808740
NZ_CP069479.1,20,0.268061821,3125,2470062
NZ_CP054483.1,20,1.152116227,4393,2358024
NZ_CP073022.1,20,1.920213605,2378,3571181
NZ_CP020607.1,20,2.368564865,4242,2428349
NZ_CP029105.1,20,2.519750439,2101,4688906
NZ_CP072839.1,20,2.54649808,2426,2359135
NZ_CP079978.1,20,3.219097072,2817,2101511
NZ_CP066612.1,20,3.298246886,4305,2829571
NZ_CP070189.1,20,3.508180303,2422,5343616
NZ_CP066441.1,20,3.905640993,4305,2875677
NZ_CP027132.1,20,4.043447738,2101,5211570
NZ_CP079979.1,20,4.261120529,2377,2101511
NZ_CP080453.1,20,4.27758574,2178,4033258
NZ_CP042281.1,20,4.461491945,5595,6461058
NZ_CP068059.1,20,4.587556236,3351,2141294
NZ_CP059689.1,20,4.623922858,2245,3218180
NZ_CP097168.1,20,4.806973357,3349,1746523
NZ_CP066737.1,20,4.910733641,4305,2835755
NZ_CP034228.1,20,5.069176977,3690,2187209
NZ_CP091681.1,20,5.086611895,5448,4675244
NZ_CP022302.1,20,5.15289636,1859,3610322
NZ_CP079953.1,20,5.237376271,5667,2266427
NZ_CP066432.1,20,5.791150426,4305,2887365
NZ_CP066619.1,20,5.801604269,4305,2829571
NZ_CP082367.1,20,5.94801642,5007,3868812
NZ_CP080022.1,20,6.071002415,2817,2101508
NZ_CP084828.1,20,6.28610498,2970,5301905
NZ_CP079988.1,20,6.385295671,3564,2322307
NZ_CP070190.1,20,6.510005254,1908,5343616
NZ_CP136161.1,20,6.531191504,9612,2033097
NZ_CP079967.1,20,6.537067812,3102,2090932
NC_019756.1,20,6.666334315,4488,5315554
NZ_CP066449.1,20,6.844618317,4305,2907111
NZ_CP086656.1,20,6.889156582,2455,2317571
NZ_CP070985.1,20,6.99505689,2393,2768386
NZ_CP097169.1,20,7.153560638,2898,1746523
NZ_CP079975.1,20,7.162005276,4786,2101511
NZ_CP071991.1,20,7.441881914,3265,2439283
NZ_CP064866.1,20,7.658945116,3415,2625189
NZ_CP079989.1,20,7.989108369,3552,2322307
NZ_CP102301.1,20,8.031174986,3550,3293373
NZ_CP079961.1,20,8.080426401,4786,2101682
NZ_CP059678.1,20,8.252095258,5926,3912363
NZ_CP053976.1,20,8.347961023,5136,5415637
NZ_CP066679.1,20,8.696497376,4305,2856614
NZ_CP069416.1,20,8.744909585,1702,4835111
NZ_CP073817.1,20,8.880859579,2773,2140160
NZ_CP080019.1,20,8.890420723,4786,2101508
NZ_AP024508.1,20,8.95758624,7215,5333415
NZ_CP083603.1,20,8.987952673,2566,2228626
NZ_CP069838.1,20,9.168057817,2422,5317588
NZ_CP055129.1,20,9.202942173,1660,4733599
NZ_CP009437.1,20,9.281361383,3936,2045775
NZ_CP066627.1,20,9.3769336,4305,2874289
NZ_CP070967.1,20,9.463539615,4015,2384298
NC_019696.1,20,9.490936778,2779,6315792
NZ_CP014146.1,20,9.639861837,5926,3954777
NZ_JABRWM010000007.1,20,9.675764647,2179,5283710
NZ_CP119330.1,20,9.746381846,2835,2540281
NZ_CP063828.1,20,9.789822889,2429,2200906
NZ_CP029139.1,20,9.814743024,2058,5331435
NZ_CP023263.1,20,9.952041861,1907,5074278
NZ_CP065634.1,20,10.00720999,4105,3320059
NZ_OW967804.1,20,10.43811339,2088,4742000
NZ_CP070075.1,20,10.53500794,2257,5109571
NZ_CP086655.1,20,10.59968997,3311,2317571
NZ_LR890276.1,20,11.05360286,2136,5059386
NZ_CP017225.1,20,11.17208795,1934,4901993
NZ_CP121575.1,20,11.26567813,2748,3947776
NZ_CP043388.1,20,11.31577686,3123,2879031
NZ_CP047365.1,20,11.31742481,2566,2387408
NZ_CP119331.1,20,11.4694626,2597,2540281
NZ_CP064867.1,20,11.54043865,2333,2625189
NZ_CP083096.1,20,11.58092956,12605,5713893
NZ_CP080023.1,20,11.63538744,2377,2101508
NZ_CP085067.1,20,11.68126588,2101,5190359
NZ_CP082051.1,20,11.73701206,2104,4914705
NZ_CP062339.1,20,11.84426996,2564,2737213
NZ_LR130520.1,20,11.956775,3125,2889594
NZ_CP033766.1,20,12.05825153,2101,4977723
NZ_CP043394.1,20,12.22083852,3123,2879031
NZ_CP104658.1,20,12.57409635,2366,3174744
NZ_CP064765.1,20,12.57467985,3415,2625188
NZ_CP073800.1,20,12.7079987,2426,2392498
NZ_OW849067.1,20,12.75906713,2102,5186323
NZ_CP054894.1,20,12.7953329,2087,4593694
NZ_LR130517.1,20,13.4410925,3011,3049602
NZ_CP116134.1,20,13.53247052,2089,5018128
NZ_CP023262.1,20,13.83258331,2061,5074278
NZ_CP116105.1,20,13.91081516,2101,4962779
NZ_CP091690.1,20,13.94774404,2101,4956558
NZ_CP083164.1,20,14.02232048,12727,5656085
NZ_CP070099.1,20,14.23092526,2101,5222443
NZ_CP116122.1,20,14.23322334,2113,5014914
NZ_CP092177.1,20,14.45359618,2125,2200011
NZ_CP116193.1,20,14.6272694,2101,4961590
NZ_CP123560.1,20,14.71034483,3641,3772510
NZ_CP070004.1,20,15.28776919,2101,5171181
NZ_CP091711.1,20,15.59690497,2089,5126687
NZ_CP092176.1,20,15.74423565,3054,2200011
NZ_CP053959.1,20,16.16847671,2390,2467666
NZ_CP023253.1,20,16.20282506,1907,5256457
NZ_CP124434.1,20,16.35455165,2089,4974345
NZ_CP116196.1,20,16.42382796,2101,4962907
NZ_CP070911.1,20,16.430312,2137,4892887
NZ_CP083143.1,20,16.6779677,5010,5496624
NZ_CP097624.1,20,16.7830594,5499,4352205
NZ_CP100491.1,20,16.96918975,2096,5095622
NZ_CP083607.1,20,17.1971892,2566,2237965
NZ_AP024811.1,20,17.26277561,3496,3920683
NZ_CP121576.1,20,17.49389183,2588,3947776
NZ_CP069869.1,20,17.55417696,2101,5010420
NZ_CP059174.1,20,17.79141193,5035,3206992
NZ_CP012913.1,20,17.82644209,5581,2285232
NZ_CP054437.1,20,17.96581774,2458,2569353
NZ_CP031099.1,20,18.0393709,5926,3954901
NZ_CP069839.1,20,18.41078191,1908,5317588
NZ_CP091663.1,20,18.53738086,2101,4672002
NZ_CP073807.1,20,19.06643891,2388,2344082
NZ_CP043553.1,20,19.06890935,4106,2058175
NZ_CP070160.1,20,19.15761524,2058,5341289
NZ_CP046288.1,20,19.45467307,2089,4877883
NZ_LR898884.1,20,19.48540272,2073,5278133
NZ_CP103476.1,20,19.54646714,2088,5165674
NZ_CP054579.1,20,19.72900381,2276,2601138
NZ_CP092175.1,20,20.06015936,3272,2200011
NZ_OW967973.1,20,20.13548385,1934,5101183
NZ_CP049856.1,20,20.15052698,2113,4993321
NZ_CP062330.1,20,20.31381685,3332,2720516
NZ_OV754013.1,20,20.43025682,5752,5300365
NZ_CP077335.1,20,20.54674144,2291,4591698
NZ_CP070910.1,20,20.5982784,2257,4892887
NZ_CP062440.1,20,20.68442847,3126,2822484
NZ_CP063331.1,20,21.00829316,2097,4864685
NZ_LR890414.1,20,21.1334902,2113,4929229
NZ_CP009441.1,20,21.3782191,4016,2148038
NZ_CP124404.1,20,21.50948909,2113,4984915
NZ_CP064766.1,20,21.51182688,2333,2625188
NZ_CP135679.1,20,21.53583885,3139,5712798
NZ_CP073812.1,20,21.6301459,5667,2140160
NZ_LR890540.1,20,21.76988887,2102,5251940
NZ_LR595849.1,20,22.09225581,5247,2150981
NZ_CP066035.1,20,22.22765891,2565,5224443
NZ_CP059939.1,20,22.43743626,2109,4801284
NZ_AP023437.1,20,22.98017377,2287,4856054
NZ_AP025201.1,20,23.31069411,3355,2085709
NZ_CP070081.1,20,23.6810014,2101,5063882
NZ_CP054448.1,20,23.86930305,2276,2553871
NZ_CP073806.1,20,23.99737468,2426,2344082
NZ_CP103565.1,20,24.25632218,2101,5211978
NZ_CP103549.1,20,24.63797804,1748,5569742
NZ_CP054835.1,20,24.79535865,2276,2639876
NZ_CP049842.1,20,24.79654336,2113,5003672
NZ_CP069415.1,20,24.85726088,3251,4835111
NZ_CP091697.1,20,24.8718379,2113,4858831
NZ_CP043391.1,20,25.26382409,3123,2879031
NZ_CP116143.1,20,25.4290787,2089,5018137
NZ_AP024812.1,20,25.51552705,2444,3920683
NZ_CP123236.1,20,25.8448344,2112,4989393
NZ_AP022933.1,20,25.89645584,4020,5241522
NZ_CP025496.1,20,26.11021981,3269,2865166
NZ_CP100541.1,20,26.1933514,2096,4907133
NZ_CP069472.1,20,26.20465233,3125,2856112
NZ_CP091005.1,20,26.28870441,2216,2384550
NZ_CP023902.1,20,26.4746745,2101,4711093
NZ_CP083601.1,20,26.60873567,2566,2228728
NZ_CP070023.1,20,26.84113966,5450,5821257
NZ_CP009917.1,20,26.84288427,2048,5343114
NZ_CP054443.1,20,26.95062951,2276,2550339
NZ_CP075859.1,20,27.52287279,3606,5137408
NZ_CP076347.1,20,27.6119025,2113,4944762
NZ_CP057920.1,20,27.66203,2064,4599592
NZ_CP029668.1,20,27.85460284,3125,2872210
NZ_CP014353.1,20,27.95000282,2365,3704826
NZ_CP102302.1,20,28.35325393,1797,3293373
NZ_CP099498.1,20,28.43721479,2360,2806809
NZ_CP075704.1,20,29.39562567,11545,5163725
NZ_CP055226.1,20,29.41841623,3125,2874400
NZ_CP056918.1,20,29.84149837,2064,4600545
NZ_OX419648.1,20,29.88385778,5389,4128244
NZ_CP025489.1,20,30.12695121,3269,2864345
NZ_CP065565.1,20,30.15005946,1982,4944501
NZ_CP123577.1,20,30.80263462,3641,3773508
NZ_CP110403.1,20,30.87866876,2089,4863168
NZ_CP070363.1,20,32.48616529,1967,4001634
NZ_CP060525.1,20,32.60308031,2096,4679617
NZ_CP097068.1,20,32.84187737,2098,2762944
NZ_CP056938.1,20,32.89519475,2064,4542590
NZ_OV753990.1,20,33.91814423,5752,5300255
NZ_CP103638.1,20,34.2869037,1748,5382288
NZ_CP103703.1,20,34.29204478,1748,5334486
NZ_CP009445.1,20,34.31095431,2402,2022507
NZ_CP135663.1,20,34.35405702,2089,4897043
NZ_CP043551.1,20,34.95340736,4106,2041198
NZ_CP034052.1,20,34.99557298,2058,5319653
NZ_CP025490.1,20,35.452797,3269,2917985
NZ_CP082065.1,20,35.72914661,2183,5043071
NZ_CP095748.1,20,35.98179575,5063,5233652
NZ_CP091230.1,20,36.66646628,3162,2770661
NZ_CP068068.1,20,36.74438464,2168,2768597
NZ_CP075647.1,20,36.8736206,3494,5076702
NZ_CP059916.1,20,37.55616732,2096,5134857
NZ_CP062333.1,20,37.59689945,3111,2823979
NZ_CP036552.1,20,38.18095609,5594,5141257
NZ_CP135725.1,20,38.27092625,2101,5012486
NZ_CP053761.1,20,38.35855347,2089,4818418
NZ_CP016523.1,20,39.62261822,2096,4750474
NZ_CP075706.1,2,40.25411538,6335,5163725
NZ_CP061112.1,20,40.37613576,2101,4847148
NZ_LR890660.1,20,40.39301188,1934,5541541
NZ_CP056953.1,20,40.9468951,2064,4600543
NZ_CP123521.1,20,41.44953152,4098,3556519
NZ_LR735439.1,20,42.77789384,2241,2556537
NZ_CP029676.1,20,42.77979914,3127,2921067
NZ_CP038629.1,20,43.14724023,3641,3871978
NZ_CP013284.1,20,43.28336578,4830,5499731
NZ_CP031987.1,2,44.41005626,7222,3338454
NC_019939.1,20,46.56723205,2804,4575057
NZ_CP135718.1,20,47.51014732,2097,5112477
NZ_OX460320.1,20,47.51993855,1783,4817712
NZ_CP057898.1,20,48.7078709,2064,4599406
NZ_CP124661.1,20,48.82403784,7695,7153669
NZ_CP059920.1,20,52.30791217,3140,5145105
NZ_CP075860.1,20,52.56067483,2849,5137408
NZ_CP067254.1,20,55.05066487,2101,4803708
NZ_CP058143.1,20,56.04677954,1934,5321589
NZ_OV753995.1,20,56.08739867,5752,5300217
NZ_CP104461.1,20,56.36970938,2886,5775339
NZ_CP103652.1,20,56.77189187,2088,4926657
NZ_CP075658.1,20,57.08016973,3563,5068537
NZ_CP090921.1,20,57.88700635,2141,2480092
NZ_CP009342.1,20,59.02414948,3936,2040998
NZ_CP100509.1,20,62.22488726,1593,5559392
NZ_CP056255.1,20,65.12781376,1934,5310160
NZ_CP056837.1,20,66.4273389,2877,5098550
NZ_CP038600.1,20,66.69220104,2097,4633429
NZ_CP099578.1,20,71.112429,3125,2878495
NZ_CP049974.1,20,74.41900899,1934,4836724
NZ_CP059921.1,20,74.89802952,2096,5145105
NZ_CP075710.1,20,76.82568638,2852,5163725
NZ_CP056714.1,20,82.13763446,6149,4919282
NZ_CP012932.1,20,85.49770023,2096,4809628
NZ_CP072543.1,20,86.87194106,1935,4947577
NZ_CP049975.1,20,89.12363464,1780,4836724
NZ_CP056913.1,20,90.39916437,2843,5182470
NZ_CP023648.1,20,91.70085909,2136,4813450
NZ_CP012925.1,20,92.34314831,2096,4790331
NZ_CP075861.1,20,92.56021849,2275,5137408
NZ_CP010428.1,20,93.04743514,3045,1658482
NZ_CP127087.1,20,102.4503637,2089,4495661
NZ_CP103625.1,20,109.9768193,2088,4840778
NZ_CP056550.1,20,123.0891159,1934,5365582
NZ_CP129208.1,20,130.647162,1939,4894979
NZ_CP129211.1,20,133.0959695,1939,4894501
NZ_CP056388.1,20,142.0268726,4891,5302120
NZ_CP016566.1,20,155.9577687,2246,4751462
NZ_CP125726.1,20,158.6508238,2505,2808898
NZ_AP027252.1,20,178.8595995,2257,5072830
NZ_CP016570.1,20,185.2941661,2246,4751746
NZ_CP048396.1,20,187.4803052,2058,5316840
NZ_CP090578.1,20,194.0069165,2216,2405813
NZ_CP016582.1,20,194.6524174,2094,4747526
NZ_CP016577.1,20,200.7139984,2246,4751454
NZ_CP103717.1,20,233.8544645,2060,5243124
NZ_CP016508.1,20,248.3694071,2096,4751442
NZ_CP016511.1,20,254.1898683,2094,4747525
NZ_CP016505.1,20,258.5923466,2096,4751442
NZ_CP051422.1,20,280.9580928,2096,4722156
NZ_CP099313.1,20,282.5919296,2398,5059346
NZ_AP027210.1,20,333.878901,2395,4923370
NZ_CP113449.1,20,614.5125935,4311,3881444
NZ_CP128905.1,20,639.8462836,2101,5074617
NZ_CP128906.1,20,690.4221866,2056,5074617
NZ_CP090992.1,20,752.1722962,2255,2502349
NZ_AP014868.1,21,0.268187538,54355,5896839
NZ_CP083131.1,21,1.239687446,68504,5427105
NZ_CP010001.1,21,1.568597685,82303,5675189
NZ_CP083105.1,21,1.803199363,82294,5674619
NZ_CP083159.1,21,2.421092415,78383,5656085
NZ_CP083090.1,21,2.451485063,69395,5713893
NZ_CP010003.1,21,2.47266675,69317,5675189
NZ_CP083149.1,21,2.567606616,69396,5705790
NZ_CP083161.1,21,2.79839682,72838,5656085
NZ_CP083107.1,21,2.863592247,76676,5674619
NZ_CP083091.1,21,2.944149029,67658,5713893
NZ_CP083120.1,21,4.269215336,69357,5676138
NZ_CP083147.1,21,4.473378266,84990,5705790
NZ_CP084832.1,5,0.268441091,131535,5324939
NZ_CP072540.1,5,0.389663644,103129,4947577
NZ_CP084774.1,5,0.482487666,124980,5255898
NZ_CP073625.1,5,0.56484812,105640,4950124
NZ_CP056236.1,14,0.625448909,312668,5297052
NZ_CP055907.1,14,0.641756398,315903,4869469
NZ_OW968432.1,5,0.653816518,131788,5123431
NZ_CP100498.1,5,0.655305977,125674,5892772
NZ_CP055932.1,5,0.683517947,68715,5384275
NZ_CP056654.1,14,0.705453297,296441,5056951
NZ_CP109697.1,5,0.799154273,125451,4938911
NZ_CP055414.1,4,0.916500395,129961,5868667
NZ_CP057068.1,5,0.927761367,217189,5149748
NZ_CP117752.1,22,0.928744914,113105,4861751
NZ_CP056506.1,5,0.934044137,142000,5205079
NZ_CP056853.1,5,0.997940965,177615,5004623
NZ_CP056648.1,5,1.019311521,78367,5231053
NZ_CP020050.1,22,1.028399088,113431,5018461
NZ_CP056257.1,5,1.084370184,206605,5108587
NZ_CP056239.1,5,1.14230897,206642,5103922
NZ_CP135466.1,5,1.208340485,149637,4987369
NZ_CP039321.1,5,1.251984545,76414,5146753
NZ_CP041248.1,14,1.263866275,303830,5266426
NZ_CP039313.1,5,1.267264915,75587,5191789
NZ_CP020065.1,4,1.408077687,74540,5345997
NZ_OW967265.1,5,1.538382354,99059,5082481
NZ_CP042546.1,5,1.563479788,195216,5876662
NZ_CP056851.1,5,1.589745797,151308,5126944
NZ_CP021720.1,22,1.643021292,216378,4967401
NZ_CP099365.1,15,1.853594993,91254,4897542
NZ_CP055413.1,5,2.072978539,481290,5868667
NZ_OW849083.1,5,2.19305957,197744,5142846
NZ_LR890659.1,5,2.301880975,147079,5541541
NZ_CP056186.1,5,2.511366125,191057,5217381
NZ_CP056344.1,15,2.552787843,43272,5331005
NZ_CP026211.1,5,2.97075338,51267,5246201
NZ_CP026945.1,17,0.330215584,111068,3961911
NZ_CP107600.1,17,0.400433603,110194,3871741
NZ_CP061522.1,17,0.403568674,110964,3938042
NZ_CP107617.1,17,0.40726669,110194,3871639
NZ_CP107594.1,17,0.410351506,110194,3870190
NZ_CP027149.1,8,0.430854614,33772,5274107
NZ_CP027155.1,17,0.449137525,49000,5274107
NZ_CP084833.1,17,0.449359388,111507,5324939
NZ_CP043470.1,17,0.467670713,110962,3908609
NZ_CP084845.1,17,0.491926578,111501,5336167
NZ_CP084809.1,17,0.493148464,115603,5117462
NZ_CP043463.1,17,0.494228762,110967,3972920
NZ_CP043466.1,17,0.520434253,110967,3892637
NZ_CP039519.1,17,0.531157357,127784,3891074
NZ_CP043456.1,17,0.575578824,110963,3943529
NZ_CP077827.1,17,0.581581983,110967,3980750
NZ_CP036284.1,17,0.606154478,127784,3745577
NZ_CP043453.1,17,0.666767155,111162,3951609
NZ_CP084772.1,17,0.669732007,111997,5255898
NZ_CP061515.1,17,0.684690107,110967,3984725
NZ_CP024125.1,17,0.688145988,110967,3991735
NZ_CP047974.1,17,0.702911655,103751,3892871
NZ_CP061524.1,17,0.72510025,110967,3984712
NZ_CP061518.1,17,0.726177107,110965,4040626
NZ_CP061520.1,17,0.756473299,110967,4037191
NZ_CP121626.1,17,0.794502108,109264,3994773
NZ_CP066857.1,17,0.829888664,109650,5339564
NZ_CP027122.1,17,0.833133594,113706,3993838
NZ_CP026705.1,17,0.83318751,113706,3993843
NZ_CP031578.1,17,0.913065346,60477,5242834
NZ_CP034165.1,17,0.966489272,63807,4623903
NZ_CP022128.1,17,0.99492413,111692,5377031
NZ_CP046537.1,17,0.995442703,112007,3807241
NZ_CP122364.1,17,1.017668372,111038,3924424
NZ_CP059543.1,17,1.030881605,117806,3970467
NZ_CP072927.1,17,1.034180024,114192,5362742
NZ_CP121610.1,17,1.047461775,110967,4033619
NZ_AP024176.1,17,1.059057203,110494,5242098
NZ_CP014756.1,17,1.084231856,121030,5353110
NZ_CP015484.1,17,1.088108603,110965,3971435
NZ_CP026128.1,17,1.095543808,110754,3787376
NZ_CP072527.1,17,1.107836741,113682,3749053
NZ_CP050908.1,17,1.11899794,110967,4038616
NZ_CP121616.1,17,1.126218611,110964,3994104
NZ_CP053864.1,17,1.140702017,111001,5415638
NZ_LR890237.1,17,1.257560852,112069,5237440
NZ_LR890293.1,17,1.271705367,113743,5252324
NZ_CP056303.1,17,1.28267455,108572,5297180
NZ_CP104752.1,17,1.285519645,110967,3937114
NZ_CP050905.1,17,1.292385841,110967,3998421
NZ_CP116802.1,17,1.294303178,110964,3952978
NZ_CP092043.1,17,1.302187767,110606,4950718
NZ_CP103556.1,17,1.34180146,110337,5944805
NZ_CP056309.1,17,1.342566146,113854,5460256
NZ_CP055468.1,17,1.359329092,108826,4927528
NZ_CP021962.1,17,1.362113107,132217,5606368
NZ_CP068233.1,17,1.375419872,110559,4371624
NZ_CP027608.1,17,1.41635174,106967,3944627
NZ_CP077222.1,17,1.42237766,113265,4679959
NZ_CP066814.1,17,1.454320025,111631,4386545
NZ_CP055511.1,17,1.583542123,115055,5460602
NZ_CP056516.1,17,1.615660609,216816,4927085
NZ_CP058165.1,17,1.6165459,206287,4711550
NZ_CP034047.1,17,1.673985887,113143,5319653
NZ_CP116804.1,17,1.798533795,110969,3953036
NZ_CP132310.1,17,1.888002968,117457,3964868
NZ_CP034055.1,17,2.140552244,113131,5284191
NZ_CP056436.1,17,2.400451327,107037,5342507
NZ_CP056704.1,17,2.589965733,112125,5736562
NZ_CP110937.1,17,2.887145343,237535,5341081
NZ_CP102713.1,3,0.271501636,23208,3007511
NZ_CP014849.1,3,0.486760538,38333,5776895
NZ_CP094953.1,3,0.609370209,14130,3006636
NC_019747.1,3,1.646050907,14187,5431448
NZ_CP091215.1,3,2.217847188,39549,2558214
NZ_CP082869.1,3,2.293932694,36221,4009395
NZ_CP062396.1,3,2.322694325,43414,2746478
NZ_CP072883.1,3,2.394515849,40266,2448233
NZ_CP081465.1,2,2.886225212,4500,2809942
NZ_CP065845.1,3,4.247636567,4000,5272842
NZ_CP024526.1,3,4.27687068,4510,5297118
NZ_CP084798.1,3,5.829273414,4381,5456874
NZ_CP024533.1,3,6.477925788,4510,5297108
NC_012972.1,3,7.703044471,9816,2995511
NZ_CP048369.1,3,7.809782259,3684,4892242
NZ_CP024568.1,3,8.271373431,4510,5293333
NZ_CP073787.1,3,10.5046758,4627,5222179
NZ_CP024554.1,3,12.39624524,4510,5298228
NZ_CP024540.1,3,16.10361204,4510,5264380
NZ_OX443576.1,3,18.93800518,14527,3267939
NZ_CP024196.1,3,21.11675002,4510,5296999
NZ_CP070091.1,3,21.56101435,8868,5345150
NZ_CP056881.1,3,22.14497759,4512,5253739
NZ_CP024561.1,3,25.35722592,4510,5298459
NZ_CP056886.1,3,28.54941103,4512,5252135
NZ_CP077364.1,3,32.78474953,3830,4342599
NZ_CP056523.1,3,56.24896274,4106,5243735
NZ_CP066757.1,19,0.272283966,127648,5455229
NZ_CP037942.1,19,0.278843029,157534,5436079
NZ_CP066750.1,19,0.300544723,95598,5524652
NZ_CP037944.1,19,0.311811248,88848,5689156
NZ_CP075664.1,19,0.345642337,118523,5013656
NZ_CP035546.1,19,0.385053218,94581,5483434
NZ_CP104640.1,19,0.423050202,92729,5432141
NZ_CP075628.1,19,0.426518447,118360,4966561
NZ_CP017443.1,19,0.443987579,92583,5404558
NZ_CP017447.1,19,0.461649558,92559,5410617
NZ_CP027473.1,19,0.466262986,81624,5671594
NZ_CP027334.1,19,0.480185533,181066,5438694
NZ_CP015816.1,19,0.527360277,95910,5478683
NZ_CP017441.1,19,0.537186265,92729,5438591
NZ_CP034800.1,19,0.554680384,94606,5480158
NZ_CP017445.1,19,0.56129493,92726,5437532
NZ_CP034795.1,19,0.563883713,94987,5450250
NZ_CP104648.1,19,0.589358514,94647,5486468
NZ_CP034805.1,19,0.643459818,94014,5496616
NZ_CP027444.1,19,0.662992724,91399,5636732
NZ_CP027545.1,19,0.670321709,101089,5486407
NZ_CP034793.1,19,0.746099269,95421,5420971
NZ_CP040317.1,19,0.774987981,93331,5449111
NZ_CP104650.1,19,0.780628876,94645,5486367
NZ_CP089033.1,19,0.819478204,92438,5649272
NZ_CP040571.1,19,0.888471935,92763,5457696
NZ_CP028380.1,19,0.904986611,89518,5385924
NZ_CP132296.1,19,0.911585587,92737,5458821
NZ_CP089035.1,19,0.911736371,92432,5644599
NZ_CP133121.1,19,0.919594073,92689,5572664
NZ_CP082836.1,19,0.937133557,92294,5490388
NZ_CP133132.1,19,0.950879752,92740,5394800
NZ_CP015847.2,19,0.951312304,95599,5645226
NZ_CP132299.1,19,0.965464235,92737,5458846
NZ_CP038286.1,19,0.984830484,100480,5546361
NZ_CP028113.1,19,0.989841286,94220,5631913
NZ_CP027391.1,19,0.999675139,98724,5802748
NZ_CP133127.1,19,1.021876909,92735,5460133
NZ_CP040573.1,19,1.028961583,94177,5475399
NZ_CP133125.1,19,1.055076942,92736,5460134
NZ_CP038291.1,19,1.058415799,98061,5590682
NZ_CP038304.1,19,1.100714698,96937,5643409
NZ_CP041624.1,19,1.108626073,95081,5375715
NZ_CP034802.1,19,1.116521492,94586,5478884
NZ_CP038289.1,19,1.117723345,96920,5455720
NZ_CP045976.1,19,1.118526888,94640,5553138
NZ_CP022688.1,19,1.158890975,92032,5406069
NZ_CP038301.1,19,1.160719058,94294,5546758
NZ_CP038420.1,19,1.181235783,98042,5552787
NZ_CP133129.1,19,1.184115692,92737,5458769
NZ_CP038415.1,19,1.185221621,92490,5542130
NZ_CP038362.1,19,1.18588213,95928,5403105
NZ_CP027321.1,19,1.197542703,84276,4717123
NZ_CP039835.1,19,1.198006081,93704,5507715
NZ_CP040108.1,19,1.199980941,93190,5518535
NZ_CP038312.1,19,1.202131333,93182,5594529
NZ_CP111097.1,19,1.230703836,96482,5544683
NZ_CP038308.1,19,1.255852281,93167,5492443
NZ_CP038341.1,19,1.279841838,92839,5477854
NZ_CP038404.1,19,1.281907371,95604,5609172
NZ_CP038373.1,19,1.284043624,92725,5593140
NZ_CP034807.1,19,1.305960587,91176,5542751
NZ_CP038348.1,19,1.329401142,89216,5566982
NZ_CP038345.1,19,1.329724507,92577,5408816
NZ_CP038293.1,19,1.330221797,95611,5498884
NZ_CP038335.1,19,1.343131623,94694,5504820
NZ_CP038382.1,19,1.387234674,91912,5471440
NZ_CP101311.1,19,1.404443954,92345,5448459
NZ_CP038418.1,19,1.40667723,94184,5475244
NZ_CP034796.1,19,1.412132185,94189,5428647
NZ_CP038368.1,19,1.420542138,93665,5516005
NZ_CP038343.1,19,1.439031325,92743,5496245
NZ_CP038332.1,19,1.442782119,92495,5607499
